timestamp,open,high,low,close,volume
2023-01-01 00:00:00+00:00,16524.41,16554.6,16500.63,16521.36,50.458542
2023-01-01 04:00:00+00:00,16530.82,16547.21,16497.67,16528.14,48.19607
2023-01-01 08:00:00+00:00,16528.04,16555.37,16506.31,16550.51,50.841412
2023-01-01 12:00:00+00:00,16555.97,16569.03,16536.43,16557.02,37.164013
2023-01-01 16:00:00+00:00,16556.76,16621.95,16556.43,16599.38,65.519815
2023-01-01 20:00:00+00:00,16602.43,16628.2,16588.6,16617.57,56.876199
2023-01-02 00:00:00+00:00,16619.93,16704.57,16549.68,16662.79,100.861929
2023-01-02 04:00:00+00:00,16667.05,16761.36,16621.09,16720.59,186.600952
2023-01-02 08:00:00+00:00,16724.47,16768.44,16705.04,16731.46,110.517233
2023-01-02 12:00:00+00:00,16735.94,16750.18,16671.83,16735.13,97.110417
2023-01-02 16:00:00+00:00,16737.51,16739.48,16707.2,16735.25,55.595482
2023-01-02 20:00:00+00:00,16736.47,16785.92,16666.2,16677.87,162.44536
2023-01-03 00:00:00+00:00,16674.84,16707.65,16654.1,16693.22,90.308007
2023-01-03 04:00:00+00:00,16692.49,16774.53,16682.95,16728.09,84.515098
2023-01-03 08:00:00+00:00,16732.66,16756.61,16699.58,16719.81,58.120905
2023-01-03 12:00:00+00:00,16720.4,16770.3,16619.22,16678.01,268.294619
2023-01-03 16:00:00+00:00,16677.27,16687.59,16604.95,16647.99,160.686037
2023-01-03 20:00:00+00:00,16647.88,16692.87,16642.12,16674.12,82.021092
2023-01-04 00:00:00+00:00,16676.49,16874.25,16653.41,16868.06,270.121851
2023-01-04 04:00:00+00:00,16860.47,16907.55,16840.52,16867.98,161.07953
2023-01-04 08:00:00+00:00,16867.06,16913.32,16833.53,16835.72,111.02211
2023-01-04 12:00:00+00:00,16837.81,16861.37,16766.82,16851.27,316.868525
2023-01-04 16:00:00+00:00,16857.8,16984.83,16787.7,16845.35,494.311841
2023-01-04 20:00:00+00:00,16840.69,16868.71,16780.51,16849.97,157.927964
2023-01-05 00:00:00+00:00,16852.47,16878.61,16808.15,16828.25,104.874456
2023-01-05 04:00:00+00:00,16828.25,16849.66,16791.41,16824.0,53.68656
2023-01-05 08:00:00+00:00,16824.87,16837.51,16783.79,16835.34,70.320329
2023-01-05 12:00:00+00:00,16834.6,16876.47,16756.91,16844.59,283.467278
2023-01-05 16:00:00+00:00,16842.22,16872.35,16803.03,16864.09,117.039307
2023-01-05 20:00:00+00:00,16862.7,16871.03,16818.63,16832.48,92.702921
2023-01-06 00:00:00+00:00,16829.96,16869.71,16805.33,16832.8,111.407415
2023-01-06 04:00:00+00:00,16835.08,16838.92,16781.01,16794.73,94.78343
2023-01-06 08:00:00+00:00,16795.67,16813.04,16719.68,16745.84,147.620528
2023-01-06 12:00:00+00:00,16738.28,16850.0,16683.74,16840.61,388.275341
2023-01-06 16:00:00+00:00,16844.63,16961.43,16808.43,16934.52,230.410412
2023-01-06 20:00:00+00:00,16941.07,17030.14,16887.64,16952.15,254.871087
2023-01-07 00:00:00+00:00,16952.1,16982.15,16930.97,16951.98,58.168934
2023-01-07 04:00:00+00:00,16954.51,16955.0,16924.33,16948.33,49.443628
2023-01-07 08:00:00+00:00,16947.81,16953.11,16908.62,16924.07,36.87235
2023-01-07 12:00:00+00:00,16914.25,16946.54,16910.0,16939.84,46.341131
2023-01-07 16:00:00+00:00,16940.0,16947.52,16915.37,16945.63,28.643997
2023-01-07 20:00:00+00:00,16945.96,16951.6,16928.19,16945.2,48.903666
2023-01-08 00:00:00+00:00,16944.93,16954.64,16913.17,16941.19,58.165346
2023-01-08 04:00:00+00:00,16945.02,16956.13,16934.22,16955.25,23.307245
2023-01-08 08:00:00+00:00,16953.19,16964.0,16924.27,16927.19,49.740834
2023-01-08 12:00:00+00:00,16925.66,17013.2,16919.71,16997.55,74.398906
2023-01-08 16:00:00+00:00,17009.95,17020.14,16914.8,16927.31,119.111798
2023-01-08 20:00:00+00:00,16925.35,17157.28,16924.14,17128.62,262.790933
2023-01-09 00:00:00+00:00,17131.78,17251.21,17105.39,17199.61,536.301681
2023-01-09 04:00:00+00:00,17199.07,17257.05,17178.94,17200.72,137.401459
2023-01-09 08:00:00+00:00,17200.84,17280.87,17187.39,17239.74,172.601031
2023-01-09 12:00:00+00:00,17240.03,17330.31,17195.48,17271.29,260.211115
2023-01-09 16:00:00+00:00,17268.97,17395.51,17267.98,17293.18,280.872001
2023-01-09 20:00:00+00:00,17293.18,17313.67,17131.79,17181.92,333.931471
2023-01-10 00:00:00+00:00,17180.8,17231.9,17146.6,17207.59,176.848635
2023-01-10 04:00:00+00:00,17209.66,17232.51,17188.04,17201.95,83.068507
2023-01-10 08:00:00+00:00,17201.09,17280.89,17186.2,17252.76,118.230319
2023-01-10 12:00:00+00:00,17254.77,17374.05,17211.06,17320.94,356.08175
2023-01-10 16:00:00+00:00,17328.73,17453.59,17282.6,17431.13,284.121169
2023-01-10 20:00:00+00:00,17433.31,17488.38,17401.2,17441.76,195.12158
2023-01-11 00:00:00+00:00,17439.34,17503.22,17369.18,17417.54,228.173913
2023-01-11 04:00:00+00:00,17413.71,17460.94,17390.06,17449.38,137.932704
2023-01-11 08:00:00+00:00,17446.19,17470.46,17412.39,17433.89,89.603176
2023-01-11 12:00:00+00:00,17435.73,17437.33,17318.95,17334.31,210.621753
2023-01-11 16:00:00+00:00,17330.91,17556.17,17324.57,17550.59,335.194977
2023-01-11 20:00:00+00:00,17550.05,17996.94,17511.84,17944.83,646.595956
2023-01-12 00:00:00+00:00,17948.13,18389.12,17908.33,18223.69,1180.170132
2023-01-12 04:00:00+00:00,18226.77,18240.7,18078.46,18139.58,309.253753
2023-01-12 08:00:00+00:00,18136.9,18219.63,18071.28,18203.01,326.492606
2023-01-12 12:00:00+00:00,18201.11,18362.69,17925.47,18088.11,2013.789216
2023-01-12 16:00:00+00:00,18088.95,19046.7,18058.8,18886.12,2278.223882
2023-01-12 20:00:00+00:00,18886.17,19113.49,18765.97,18852.95,806.722447
2023-01-13 00:00:00+00:00,18844.86,18888.15,18718.59,18874.18,336.77332
2023-01-13 04:00:00+00:00,18872.67,18882.13,18782.72,18820.69,179.200755
2023-01-13 08:00:00+00:00,18825.56,19049.29,18814.3,18915.01,569.605721
2023-01-13 12:00:00+00:00,18923.45,19306.57,18809.85,19261.1,1265.012318
2023-01-13 16:00:00+00:00,19265.25,19395.61,19064.19,19364.29,1208.385167
2023-01-13 20:00:00+00:00,19366.61,20003.26,19318.6,19930.08,1452.246296
2023-01-14 00:00:00+00:00,19929.16,21250.17,19890.43,20976.79,2885.379487
2023-01-14 04:00:00+00:00,20964.69,21022.52,20783.49,20898.79,701.498676
2023-01-14 08:00:00+00:00,20900.93,21020.0,20240.0,20722.19,1907.324225
2023-01-14 12:00:00+00:00,20724.06,21183.25,20582.12,20794.44,1722.08394
2023-01-14 16:00:00+00:00,20793.06,20909.66,20660.36,20787.37,879.27655
2023-01-14 20:00:00+00:00,20781.82,21073.47,20762.3,20953.76,525.379
2023-01-15 00:00:00+00:00,20952.7,21003.68,20572.1,20718.89,874.814036
2023-01-15 04:00:00+00:00,20722.98,20787.52,20667.71,20736.9,286.190653
2023-01-15 08:00:00+00:00,20739.19,20758.27,20577.31,20724.85,367.930311
2023-01-15 12:00:00+00:00,20726.34,20985.47,20658.03,20910.9,225.446422
2023-01-15 16:00:00+00:00,20913.25,21044.33,20676.25,20863.66,356.436784
2023-01-15 20:00:00+00:00,20872.65,20961.1,20748.32,20869.54,134.490183
2023-01-16 00:00:00+00:00,20879.04,21445.66,20770.39,21077.06,660.203331
2023-01-16 04:00:00+00:00,21080.31,21254.62,21041.1,21113.52,409.918327
2023-01-16 08:00:00+00:00,21114.16,21117.08,20687.73,20819.14,495.069724
2023-01-16 12:00:00+00:00,20813.63,21044.33,20629.46,20990.88,378.464107
2023-01-16 16:00:00+00:00,20997.85,21408.5,20918.81,21317.93,555.750194
2023-01-16 20:00:00+00:00,21315.99,21447.7,21050.0,21192.09,401.024498
2023-01-17 00:00:00+00:00,21187.47,21296.37,20851.69,21128.05,375.226291
2023-01-17 04:00:00+00:00,21122.81,21234.37,21059.53,21135.07,184.619634
2023-01-17 08:00:00+00:00,21140.48,21249.43,21088.08,21226.12,223.94276
2023-01-17 12:00:00+00:00,21228.39,21581.9,21040.95,21181.15,654.854495
2023-01-17 16:00:00+00:00,21185.85,21409.53,21084.17,21336.79,397.082932
2023-01-17 20:00:00+00:00,21342.26,21400.0,21127.93,21136.37,249.495049
2023-01-18 00:00:00+00:00,21128.58,21373.67,21102.43,21263.01,193.708372
2023-01-18 04:00:00+00:00,21261.16,21319.87,21229.96,21298.88,81.002591
2023-01-18 08:00:00+00:00,21303.97,21314.16,21166.49,21203.6,100.588449
2023-01-18 12:00:00+00:00,21208.74,21646.08,20822.51,21039.23,400.555992
2023-01-18 16:00:00+00:00,21048.34,21132.83,20412.41,20901.55,706.85509
2023-01-18 20:00:00+00:00,20894.49,20934.96,20637.16,20677.13,262.653735
2023-01-19 00:00:00+00:00,20677.13,20810.28,20660.38,20740.51,144.852663
2023-01-19 04:00:00+00:00,20745.12,20869.97,20738.54,20817.94,65.128907
2023-01-19 08:00:00+00:00,20824.76,20843.79,20707.93,20741.34,81.877671
2023-01-19 12:00:00+00:00,20738.24,20954.57,20667.61,20875.64,176.216105
2023-01-19 16:00:00+00:00,20876.55,21138.64,20785.47,21099.17,192.239875
2023-01-19 20:00:00+00:00,21100.0,21190.9,20925.97,21074.78,103.761212
2023-01-20 00:00:00+00:00,21080.05,21215.26,21015.33,21090.05,159.885396
2023-01-20 04:00:00+00:00,21090.32,21122.88,20868.93,20961.55,194.149461
2023-01-20 08:00:00+00:00,20961.42,20990.09,20901.28,20960.14,118.104713
